NIV1,NIV2,NIV3,NIV4,NIV5,NIV1 - Libellé,NIV2 - Libellé,NIV3 - Libellé,NIV4 - Libellé,NIV5 - Libellé
G,46,46.3,46.31,46.31Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles","Commerce de gros de produits alimentaires, de boissons et de tabac",Commerce de gros de fruits et légumes,Commerce de gros (commerce interentreprises) de fruits et légumes
G,46,46.3,46.32,46.32A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles","Commerce de gros de produits alimentaires, de boissons et de tabac",Commerce de gros de viandes et de produits à base de viande,Commerce de gros (commerce interentreprises) de viandes de boucherie
G,46,46.3,46.32,46.32B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles","Commerce de gros de produits alimentaires, de boissons et de tabac",Commerce de gros de viandes et de produits à base de viande,Commerce de gros (commerce interentreprises) de produits à base de viande
G,46,46.3,46.32,46.32C,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles","Commerce de gros de produits alimentaires, de boissons et de tabac",Commerce de gros de viandes et de produits à base de viande,Commerce de gros (commerce interentreprises) de volailles et gibier
G,46,46.3,46.33,46.33Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles","Commerce de gros de produits alimentaires, de boissons et de tabac","Commerce de gros de produits laitiers, œufs, huiles et matières grasses comestibles","Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles"
G,46,46.3,46.34,46.34Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles","Commerce de gros de produits alimentaires, de boissons et de tabac",Commerce de gros de boissons,Commerce de gros (commerce interentreprises) de boissons
G,46,46.3,46.35,46.35Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles","Commerce de gros de produits alimentaires, de boissons et de tabac",Commerce de gros de produits à base de tabac,Commerce de gros (commerce interentreprises) de produits à base de tabac
G,46,46.3,46.36,46.36Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles","Commerce de gros de produits alimentaires, de boissons et de tabac","Commerce de gros de sucre, chocolat et confiserie","Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie"
G,46,46.3,46.37,46.37Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles","Commerce de gros de produits alimentaires, de boissons et de tabac","Commerce de gros de café, thé, cacao et épices","Commerce de gros (commerce interentreprises) de café, thé, cacao et épices"
G,46,46.3,46.38,46.38A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles","Commerce de gros de produits alimentaires, de boissons et de tabac","Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques","Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques"
G,46,46.3,46.38,46.38B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles","Commerce de gros de produits alimentaires, de boissons et de tabac","Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques",Commerce de gros (commerce interentreprises) alimentaire spécialisé divers
G,46,46.3,46.39,46.39A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles","Commerce de gros de produits alimentaires, de boissons et de tabac","Commerce de gros non spécialisé de denrées, boissons et tabac",Commerce de gros (commerce interentreprises) de produits surgelés
G,46,46.3,46.39,46.39B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles","Commerce de gros de produits alimentaires, de boissons et de tabac","Commerce de gros non spécialisé de denrées, boissons et tabac",Commerce de gros (commerce interentreprises) alimentaire non spécialisé
G,46,46.4,46.41,46.41Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros de biens domestiques,Commerce de gros de textiles,Commerce de gros (commerce interentreprises) de textiles
G,46,46.4,46.42,46.42Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros de biens domestiques,Commerce de gros d'habillement et de chaussures,Commerce de gros (commerce interentreprises) d'habillement et de chaussures
G,46,46.4,46.43,46.43Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros de biens domestiques,Commerce de gros d'appareils électroménagers,Commerce de gros (commerce interentreprises) d'appareils électroménagers
G,46,46.4,46.44,46.44Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros de biens domestiques,"Commerce de gros de vaisselle, verrerie et produits d'entretien","Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien"
G,46,46.4,46.45,46.45Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros de biens domestiques,Commerce de gros de parfumerie et de produits de beauté,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté
G,46,46.4,46.46,46.46Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros de biens domestiques,Commerce de gros de produits pharmaceutiques,Commerce de gros (commerce interentreprises) de produits pharmaceutiques
G,46,46.4,46.47,46.47Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros de biens domestiques,"Commerce de gros de meubles, de tapis et d'appareils d'éclairage","Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage"
G,46,46.4,46.48,46.48Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros de biens domestiques,Commerce de gros d'articles d'horlogerie et de bijouterie,Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie
G,46,46.4,46.49,46.49Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros de biens domestiques,Commerce de gros d'autres biens domestiques,Commerce de gros (commerce interentreprises) d'autres biens domestiques
G,46,46.5,46.51,46.51Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros d'équipements de l'information et de la communication,"Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels","Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels"
G,46,46.5,46.52,46.52Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros d'équipements de l'information et de la communication,Commerce de gros de composants et d'équipements électroniques et de télécommunication,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication
G,46,46.6,46.61,46.61Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros d'autres équipements industriels,Commerce de gros de matériel agricole,Commerce de gros (commerce interentreprises) de matériel agricole
G,46,46.6,46.62,46.62Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros d'autres équipements industriels,Commerce de gros de machines-outils,Commerce de gros (commerce interentreprises) de machines-outils
G,46,46.6,46.63,46.63Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros d'autres équipements industriels,"Commerce de gros de machines pour l'extraction, la construction et le génie civil","Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil"
G,46,46.6,46.64,46.64Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros d'autres équipements industriels,Commerce de gros de machines pour l'industrie textile et l'habillement,Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement
G,46,46.6,46.65,46.65Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros d'autres équipements industriels,Commerce de gros de mobilier de bureau,Commerce de gros (commerce interentreprises) de mobilier de bureau
G,46,46.6,46.66,46.66Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros d'autres équipements industriels,Commerce de gros d'autres machines et équipements de bureau,Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau
G,46,46.6,46.69,46.69A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros d'autres équipements industriels,Commerce de gros d'autres machines et équipements,Commerce de gros (commerce interentreprises) de matériel électrique
G,46,46.6,46.69,46.69B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros d'autres équipements industriels,Commerce de gros d'autres machines et équipements,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers
G,46,46.6,46.69,46.69C,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros d'autres équipements industriels,Commerce de gros d'autres machines et équipements,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services
G,46,46.7,46.71,46.71Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Autres commerces de gros spécialisés,Commerce de gros de combustibles et de produits annexes,Commerce de gros (commerce interentreprises) de combustibles et de produits annexes
G,46,46.7,46.72,46.72Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Autres commerces de gros spécialisés,Commerce de gros de minerais et métaux,Commerce de gros (commerce interentreprises) de minerais et métaux
G,46,46.7,46.73,46.73A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Autres commerces de gros spécialisés,"Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires",Commerce de gros (commerce interentreprises) de bois et de matériaux de construction
G,46,46.7,46.73,46.73B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Autres commerces de gros spécialisés,"Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires",Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration
G,46,46.7,46.74,46.74A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Autres commerces de gros spécialisés,Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage,Commerce de gros (commerce interentreprises) de quincaillerie
G,46,46.7,46.74,46.74B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Autres commerces de gros spécialisés,Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage,Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage
G,46,46.7,46.75,46.75Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Autres commerces de gros spécialisés,Commerce de gros de produits chimiques,Commerce de gros (commerce interentreprises) de produits chimiques
G,46,46.7,46.76,46.76Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Autres commerces de gros spécialisés,Commerce de gros d'autres produits intermédiaires,Commerce de gros (commerce interentreprises) d'autres produits intermédiaires
G,46,46.7,46.77,46.77Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Autres commerces de gros spécialisés,Commerce de gros de déchets et débris,Commerce de gros (commerce interentreprises) de déchets et débris
G,46,46.9,46.90,46.90Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce de gros non spécialisé,Commerce de gros non spécialisé,Commerce de gros (commerce interentreprises) non spécialisé
G,47,47.1,47.11,47.11A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail en magasin non spécialisé,Commerce de détail en magasin non spécialisé à prédominance alimentaire,Commerce de détail de produits surgelés
G,47,47.1,47.11,47.11B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail en magasin non spécialisé,Commerce de détail en magasin non spécialisé à prédominance alimentaire,Commerce d'alimentation générale
G,47,47.1,47.11,47.11C,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail en magasin non spécialisé,Commerce de détail en magasin non spécialisé à prédominance alimentaire,Supérettes
G,47,47.1,47.11,47.11D,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail en magasin non spécialisé,Commerce de détail en magasin non spécialisé à prédominance alimentaire,Supermarchés
G,47,47.1,47.11,47.11E,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail en magasin non spécialisé,Commerce de détail en magasin non spécialisé à prédominance alimentaire,Magasins multi-commerces
G,47,47.1,47.11,47.11F,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail en magasin non spécialisé,Commerce de détail en magasin non spécialisé à prédominance alimentaire,Hypermarchés
G,47,47.1,47.19,47.19A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail en magasin non spécialisé,Autre commerce de détail en magasin non spécialisé,Grands magasins
G,47,47.1,47.19,47.19B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail en magasin non spécialisé,Autre commerce de détail en magasin non spécialisé,Autres commerces de détail en magasin non spécialisé
G,47,47.2,47.21,47.21Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail alimentaire en magasin spécialisé,Commerce de détail de fruits et légumes en magasin spécialisé,Commerce de détail de fruits et légumes en magasin spécialisé
G,47,47.2,47.22,47.22Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail alimentaire en magasin spécialisé,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé
G,47,47.2,47.23,47.23Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail alimentaire en magasin spécialisé,"Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé","Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé"
G,47,47.2,47.24,47.24Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail alimentaire en magasin spécialisé,"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé","Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé"
G,47,47.2,47.25,47.25Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail alimentaire en magasin spécialisé,Commerce de détail de boissons en magasin spécialisé,Commerce de détail de boissons en magasin spécialisé
G,47,47.2,47.26,47.26Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail alimentaire en magasin spécialisé,Commerce de détail de produits à base de tabac en magasin spécialisé,Commerce de détail de produits à base de tabac en magasin spécialisé
G,47,47.2,47.29,47.29Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail alimentaire en magasin spécialisé,Autres commerces de détail alimentaires en magasin spécialisé,Autres commerces de détail alimentaires en magasin spécialisé
G,47,47.3,47.30,47.30Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail de carburants en magasin spécialisé,Commerce de détail de carburants en magasin spécialisé,Commerce de détail de carburants en magasin spécialisé
G,47,47.4,47.41,47.41Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé,"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé","Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé"
G,47,47.4,47.42,47.42Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé,Commerce de détail de matériels de télécommunication en magasin spécialisé,Commerce de détail de matériels de télécommunication en magasin spécialisé
G,47,47.4,47.43,47.43Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé,Commerce de détail de matériels audio/vidéo en magasin spécialisé,Commerce de détail de matériels audio et vidéo en magasin spécialisé
G,47,47.5,47.51,47.51Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail d'autres équipements du foyer en magasin spécialisé,Commerce de détail de textiles en magasin spécialisé,Commerce de détail de textiles en magasin spécialisé
G,47,47.5,47.52,47.52A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail d'autres équipements du foyer en magasin spécialisé,"Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé","Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)"
G,47,47.5,47.52,47.52B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail d'autres équipements du foyer en magasin spécialisé,"Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé","Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus)"
G,47,47.5,47.53,47.53Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail d'autres équipements du foyer en magasin spécialisé,"Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé","Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé"
G,47,47.5,47.54,47.54Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail d'autres équipements du foyer en magasin spécialisé,Commerce de détail d'appareils électroménagers en magasin spécialisé,Commerce de détail d'appareils électroménagers en magasin spécialisé
G,47,47.5,47.59,47.59A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail d'autres équipements du foyer en magasin spécialisé,"Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé",Commerce de détail de meubles
G,47,47.5,47.59,47.59B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail d'autres équipements du foyer en magasin spécialisé,"Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé",Commerce de détail d'autres équipements du foyer
G,47,47.6,47.61,47.61Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail de biens culturels et de loisirs en magasin spécialisé,Commerce de détail de livres en magasin spécialisé,Commerce de détail de livres en magasin spécialisé
G,47,47.6,47.62,47.62Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail de biens culturels et de loisirs en magasin spécialisé,Commerce de détail de journaux et papeterie en magasin spécialisé,Commerce de détail de journaux et papeterie en magasin spécialisé
G,47,47.6,47.63,47.63Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail de biens culturels et de loisirs en magasin spécialisé,Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé,Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé
G,47,47.6,47.64,47.64Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail de biens culturels et de loisirs en magasin spécialisé,Commerce de détail d'articles de sport en magasin spécialisé,Commerce de détail d'articles de sport en magasin spécialisé
G,47,47.6,47.65,47.65Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail de biens culturels et de loisirs en magasin spécialisé,Commerce de détail de jeux et jouets en magasin spécialisé,Commerce de détail de jeux et jouets en magasin spécialisé
G,47,47.7,47.71,47.71Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Autres commerces de détail en magasin spécialisé,Commerce de détail d'habillement en magasin spécialisé,Commerce de détail d'habillement en magasin spécialisé
G,47,47.7,47.72,47.72A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Autres commerces de détail en magasin spécialisé,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Commerce de détail de la chaussure
G,47,47.7,47.72,47.72B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Autres commerces de détail en magasin spécialisé,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Commerce de détail de maroquinerie et d'articles de voyage
G,47,47.7,47.73,47.73Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Autres commerces de détail en magasin spécialisé,Commerce de détail de produits pharmaceutiques en magasin spécialisé,Commerce de détail de produits pharmaceutiques en magasin spécialisé
G,47,47.7,47.74,47.74Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Autres commerces de détail en magasin spécialisé,Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé,Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé
G,47,47.7,47.75,47.75Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Autres commerces de détail en magasin spécialisé,Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé,Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé
G,47,47.7,47.76,47.76Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Autres commerces de détail en magasin spécialisé,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé","Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé"
G,47,47.7,47.77,47.77Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Autres commerces de détail en magasin spécialisé,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé
G,47,47.7,47.78,47.78A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Autres commerces de détail en magasin spécialisé,Autre commerce de détail de biens neufs en magasin spécialisé,Commerces de détail d'optique
G,47,47.7,47.78,47.78B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Autres commerces de détail en magasin spécialisé,Autre commerce de détail de biens neufs en magasin spécialisé,Commerces de détail de charbons et combustibles
G,47,47.7,47.78,47.78C,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Autres commerces de détail en magasin spécialisé,Autre commerce de détail de biens neufs en magasin spécialisé,Autres commerces de détail spécialisés divers
G,47,47.7,47.79,47.79Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Autres commerces de détail en magasin spécialisé,Commerce de détail de biens d'occasion en magasin,Commerce de détail de biens d'occasion en magasin
G,47,47.8,47.81,47.81Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail sur éventaires et marchés,Commerce de détail alimentaire sur éventaires et marchés,Commerce de détail alimentaire sur éventaires et marchés
G,47,47.8,47.82,47.82Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail sur éventaires et marchés,"Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés","Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés"
G,47,47.8,47.89,47.89Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce de détail sur éventaires et marchés,Autres commerces de détail sur éventaires et marchés,Autres commerces de détail sur éventaires et marchés
G,47,47.9,47.91,47.91A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles","Commerce de détail hors magasin, éventaires ou marchés",Vente à distance,Vente à distance sur catalogue général
G,47,47.9,47.91,47.91B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles","Commerce de détail hors magasin, éventaires ou marchés",Vente à distance,Vente à distance sur catalogue spécialisé
G,47,47.9,47.99,47.99A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles","Commerce de détail hors magasin, éventaires ou marchés","Autres commerces de détail hors magasin, éventaires ou marchés",Vente à domicile
G,47,47.9,47.99,47.99B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de détail, à l'exception des automobiles et des motocycles","Commerce de détail hors magasin, éventaires ou marchés","Autres commerces de détail hors magasin, éventaires ou marchés","Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a."
H,49,49.1,49.10,49.10Z,Transports et entreposage,Transports terrestres et transport par conduites,Transport ferroviaire interurbain de voyageurs,Transport ferroviaire interurbain de voyageurs,Transport ferroviaire interurbain de voyageurs
H,49,49.2,49.20,49.20Z,Transports et entreposage,Transports terrestres et transport par conduites,Transports ferroviaires de fret,Transports ferroviaires de fret,Transports ferroviaires de fret
H,49,49.3,49.31,49.31Z,Transports et entreposage,Transports terrestres et transport par conduites,Autres transports terrestres de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs
H,49,49.3,49.32,49.32Z,Transports et entreposage,Transports terrestres et transport par conduites,Autres transports terrestres de voyageurs,Transports de voyageurs par taxis,Transports de voyageurs par taxis
H,49,49.3,49.39,49.39A,Transports et entreposage,Transports terrestres et transport par conduites,Autres transports terrestres de voyageurs,Autres transports terrestres de voyageurs n.c.a.,Transports routiers réguliers de voyageurs
H,49,49.3,49.39,49.39B,Transports et entreposage,Transports terrestres et transport par conduites,Autres transports terrestres de voyageurs,Autres transports terrestres de voyageurs n.c.a.,Autres transports routiers de voyageurs
H,49,49.3,49.39,49.39C,Transports et entreposage,Transports terrestres et transport par conduites,Autres transports terrestres de voyageurs,Autres transports terrestres de voyageurs n.c.a.,Téléphériques et remontées mécaniques
H,49,49.4,49.41,49.41A,Transports et entreposage,Transports terrestres et transport par conduites,Transports routiers de fret et services de déménagement,Transports routiers de fret,Transports routiers de fret interurbains
H,49,49.4,49.41,49.41B,Transports et entreposage,Transports terrestres et transport par conduites,Transports routiers de fret et services de déménagement,Transports routiers de fret,Transports routiers de fret de proximité
H,49,49.4,49.41,49.41C,Transports et entreposage,Transports terrestres et transport par conduites,Transports routiers de fret et services de déménagement,Transports routiers de fret,Location de camions avec chauffeur
H,49,49.4,49.42,49.42Z,Transports et entreposage,Transports terrestres et transport par conduites,Transports routiers de fret et services de déménagement,Services de déménagement,Services de déménagement
